structure,Metric,Eigengene,raw_beta,std_beta,std_se,std_stat,p_value,p_fdr,r_squared
Spinal_Trigeminal_Nerve,mrtrixad_mean,Eigengene_5,0.0063759537023889605,4792630.033629433,11386354.852399014,0.42090994842126006,0.6739889282978424,0.9190758113152395,3.2919491227241423e-4
Spinal_Trigeminal_Nerve,mrtrixad_mean,Eigengene_6,-0.03806885781222774,-28615319.08039595,13423261.32484543,-2.131770989769169,0.03347810937889366,0.3480450510744733,0.008376175580303994
Spinal_Trigeminal_Nerve,mrtrixad_mean,Eigengene_7,0.003639404563146915,2735640.874596162,12647524.464434167,0.21629852405417352,0.828837046468859,0.9360654800935418,8.695350071376267e-5
Spinal_Trigeminal_Nerve,mrtrixad_mean,Eigengene_8,6.966286659399286e-4,523636.8074418632,12273898.41306543,0.042662631693648166,0.9659862964811491,0.9813170783321437,3.383074322479411e-6
Spinal_Trigeminal_Nerve,mrtrixad_mean,Eigengene_9,0.006591093451379512,4954344.669495713,11730114.441545239,0.42236115377942246,0.672930167034375,0.9190758113152395,3.314680557349057e-4
Spinal_Trigeminal_Nerve,mrtrixad_mean,Eigengene_10,0.007389856595229999,5554753.07204556,11037837.548149751,0.5032464962284837,0.6149969460203804,0.9190758113152395,4.705164950805382e-4
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mrtrixad_mean,Eigengene_1,180.31906478898915,NA,NA,NA,NA,NA,0
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mrtrixad_mean,Eigengene_2,-610.6886015072129,NA,NA,NA,NA,NA,0
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mrtrixad_mean,Eigengene_3,8.507528592518762,NA,NA,NA,NA,NA,0
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mrtrixad_mean,Eigengene_4,-331.1266653032044,NA,NA,NA,NA,NA,0
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mrtrixad_mean,Eigengene_5,-10.276530345072803,NA,NA,NA,NA,NA,0
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mrtrixad_mean,Eigengene_6,238.06029013337516,NA,NA,NA,NA,NA,0
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mrtrixad_mean,Eigengene_7,-62.47955307905827,NA,NA,NA,NA,NA,0
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mrtrixad_mean,Eigengene_8,130.34765416455346,NA,NA,NA,NA,NA,0
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mrtrixad_mean,Eigengene_9,-3.6493109447064405,NA,NA,NA,NA,NA,0
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mrtrixad_mean,Eigengene_10,59.14137627984202,NA,NA,NA,NA,NA,0
Medial_Lemniscus,mrtrixad_mean,Eigengene_1,5693.768990525317,NA,NA,NA,NA,NA,0
Medial_Lemniscus,mrtrixad_mean,Eigengene_2,-49714.99810190428,NA,NA,NA,NA,NA,0
Medial_Lemniscus,mrtrixad_mean,Eigengene_3,17221.37421112309,NA,NA,NA,NA,NA,0
Medial_Lemniscus,mrtrixad_mean,Eigengene_4,18993.42116170468,NA,NA,NA,NA,NA,0
Medial_Lemniscus,mrtrixad_mean,Eigengene_5,6344.732693143078,NA,NA,NA,NA,NA,0
Medial_Lemniscus,mrtrixad_mean,Eigengene_6,-14415.940812751776,NA,NA,NA,NA,NA,0
Medial_Lemniscus,mrtrixad_mean,Eigengene_7,-1783.0932581421557,NA,NA,NA,NA,NA,0
Medial_Lemniscus,mrtrixad_mean,Eigengene_8,11823.69441794137,NA,NA,NA,NA,NA,0
Medial_Lemniscus,mrtrixad_mean,Eigengene_9,1870.4938817900806,NA,NA,NA,NA,NA,0
Medial_Lemniscus,mrtrixad_mean,Eigengene_10,-2044.2816121852768,NA,NA,NA,NA,NA,0
Ventral_Spinocerebellar_Tract,mrtrixad_mean,Eigengene_1,6565.4428076275735,NA,NA,NA,NA,NA,0
Ventral_Spinocerebellar_Tract,mrtrixad_mean,Eigengene_2,-46354.880066653954,NA,NA,NA,NA,NA,0
Ventral_Spinocerebellar_Tract,mrtrixad_mean,Eigengene_3,15809.998267375597,NA,NA,NA,NA,NA,0
Ventral_Spinocerebellar_Tract,mrtrixad_mean,Eigengene_4,16992.93842367632,NA,NA,NA,NA,NA,0
Ventral_Spinocerebellar_Tract,mrtrixad_mean,Eigengene_5,6228.012996809678,NA,NA,NA,NA,NA,0
Ventral_Spinocerebellar_Tract,mrtrixad_mean,Eigengene_6,-12385.178696690062,NA,NA,NA,NA,NA,0
Ventral_Spinocerebellar_Tract,mrtrixad_mean,Eigengene_7,-1559.2189811523954,NA,NA,NA,NA,NA,0
Ventral_Spinocerebellar_Tract,mrtrixad_mean,Eigengene_8,10025.49647464721,NA,NA,NA,NA,NA,0
Ventral_Spinocerebellar_Tract,mrtrixad_mean,Eigengene_9,1172.1513479485723,NA,NA,NA,NA,NA,0
Ventral_Spinocerebellar_Tract,mrtrixad_mean,Eigengene_10,-1873.8958916670333,NA,NA,NA,NA,NA,0
Middle_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_1,5458.654436702725,NA,NA,NA,NA,NA,0
Middle_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_2,-32444.30253578602,NA,NA,NA,NA,NA,0
Middle_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_3,11746.427390702904,NA,NA,NA,NA,NA,0
Middle_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_4,12974.679018600695,NA,NA,NA,NA,NA,0
Middle_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_5,5450.232711840948,NA,NA,NA,NA,NA,0
Middle_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_6,-7881.287697626979,NA,NA,NA,NA,NA,0
Middle_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_7,-1205.5280633454338,NA,NA,NA,NA,NA,0
Middle_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_8,7218.342637794201,NA,NA,NA,NA,NA,0
Middle_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_9,857.3848749324892,NA,NA,NA,NA,NA,0
Middle_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_10,-1356.31171481911,NA,NA,NA,NA,NA,0
Superior_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_1,6038.024105638606,NA,NA,NA,NA,NA,0
Superior_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_2,-48300.30258160698,NA,NA,NA,NA,NA,0
Superior_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_3,16913.67985317407,NA,NA,NA,NA,NA,0
Superior_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_4,18054.447595404927,NA,NA,NA,NA,NA,0
Superior_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_5,6473.321427682381,NA,NA,NA,NA,NA,0
Superior_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_6,-13397.67453225587,NA,NA,NA,NA,NA,0
Superior_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_7,-2157.5548903326553,NA,NA,NA,NA,NA,0
Superior_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_8,10335.61468502881,NA,NA,NA,NA,NA,0
Superior_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_9,2003.352392145541,NA,NA,NA,NA,NA,0
Superior_Cerebellar_Peduncle,mrtrixad_mean,Eigengene_10,-2097.111678375103,NA,NA,NA,NA,NA,0
Cerebellar_White_Matter,mrtrixad_mean,Eigengene_1,5650.109584666086,NA,NA,NA,NA,NA,0
Cerebellar_White_Matter,mrtrixad_mean,Eigengene_2,-46526.61310911298,NA,NA,NA,NA,NA,0
Cerebellar_White_Matter,mrtrixad_mean,Eigengene_3,16176.682938124708,NA,NA,NA,NA,NA,0
Cerebellar_White_Matter,mrtrixad_mean,Eigengene_4,16544.418849609177,NA,NA,NA,NA,NA,0
Cerebellar_White_Matter,mrtrixad_mean,Eigengene_5,5615.132138653128,NA,NA,NA,NA,NA,0
Cerebellar_White_Matter,mrtrixad_mean,Eigengene_6,-13056.44417202404,NA,NA,NA,NA,NA,0
Cerebellar_White_Matter,mrtrixad_mean,Eigengene_7,-2020.8267912034426,NA,NA,NA,NA,NA,0
Cerebellar_White_Matter,mrtrixad_mean,Eigengene_8,9243.850213185242,NA,NA,NA,NA,NA,0
Cerebellar_White_Matter,mrtrixad_mean,Eigengene_9,1851.4959530479298,NA,NA,NA,NA,NA,0
Cerebellar_White_Matter,mrtrixad_mean,Eigengene_10,-1653.7594915387674,NA,NA,NA,NA,NA,0
Postsubiculum,mrtrixad_mean,Eigengene_1,5681.877268882356,NA,NA,NA,NA,NA,0
Postsubiculum,mrtrixad_mean,Eigengene_2,-50882.143904765486,NA,NA,NA,NA,NA,0
Postsubiculum,mrtrixad_mean,Eigengene_3,19020.032935460546,NA,NA,NA,NA,NA,0
Postsubiculum,mrtrixad_mean,Eigengene_4,17713.133404725508,NA,NA,NA,NA,NA,0
Postsubiculum,mrtrixad_mean,Eigengene_5,5228.4725424295175,NA,NA,NA,NA,NA,0
Postsubiculum,mrtrixad_mean,Eigengene_6,-14884.958473330267,NA,NA,NA,NA,NA,0
Postsubiculum,mrtrixad_mean,Eigengene_7,-3044.0579532224083,NA,NA,NA,NA,NA,0
Postsubiculum,mrtrixad_mean,Eigengene_8,11534.66584977819,NA,NA,NA,NA,NA,0
Postsubiculum,mrtrixad_mean,Eigengene_9,1048.8292160860426,NA,NA,NA,NA,NA,0
Postsubiculum,mrtrixad_mean,Eigengene_10,-1567.057501516855,NA,NA,NA,NA,NA,0
Primary_Auditory_Cortex,mrtrixrd_mean,Eigengene_1,1.457639949897728,NA,NA,NA,NA,NA,0
Primary_Auditory_Cortex,mrtrixrd_mean,Eigengene_2,0.7833001007655706,NA,NA,NA,NA,NA,0
Primary_Auditory_Cortex,mrtrixrd_mean,Eigengene_3,0.5160903308425989,NA,NA,NA,NA,NA,0
Primary_Auditory_Cortex,mrtrixrd_mean,Eigengene_4,-1.9672524032467267,NA,NA,NA,NA,NA,0
Primary_Auditory_Cortex,mrtrixrd_mean,Eigengene_5,-0.3876238104077939,NA,NA,NA,NA,NA,0
Primary_Auditory_Cortex,mrtrixrd_mean,Eigengene_6,1.3914950491209421,NA,NA,NA,NA,NA,0
Primary_Auditory_Cortex,mrtrixrd_mean,Eigengene_7,-0.15981514955560053,NA,NA,NA,NA,NA,0
Primary_Auditory_Cortex,mrtrixrd_mean,Eigengene_8,0.025685849389481406,NA,NA,NA,NA,NA,0
Primary_Auditory_Cortex,mrtrixrd_mean,Eigengene_9,0.08071942682292436,NA,NA,NA,NA,NA,0
Primary_Auditory_Cortex,mrtrixrd_mean,Eigengene_10,0.11044301697245644,NA,NA,NA,NA,NA,0
Frontal_Association_Cortex,mrtrixrd_mean,Eigengene_1,2.1845778510846633e-7,836249.906876104,1377583.459740786,0.6070411930130589,0.5440796712940887,0.9351059613117513,6.844735728267032e-4
Frontal_Association_Cortex,mrtrixrd_mean,Eigengene_2,1.628391331399821e-7,623343.3604663032,733876.3993174881,0.8493846661999465,0.3960450788088954,0.833779113281885,0.0013391972890666698
Frontal_Association_Cortex,mrtrixrd_mean,Eigengene_3,9.671764988088044e-8,370232.28842708695,683748.0859453047,0.5414746981195983,0.5884045851357871,0.9414473362172594,5.446750052007147e-4
Frontal_Association_Cortex,mrtrixrd_mean,Eigengene_4,-2.5894425662311285e-7,-991230.9161803585,460912.577098154,-2.150583354485617,0.03195392407354495,0.2556313925883596,0.008523397723817841
Frontal_Association_Cortex,mrtrixrd_mean,Eigengene_5,-2.3385372220365756e-8,-89518.50962292246,336712.0292415159,-0.26586074107472074,0.7904483104961836,0.9994726945075124,1.3136180062960087e-4
Frontal_Association_Cortex,mrtrixrd_mean,Eigengene_6,2.2461056732272264e-7,859802.5742562709,396852.5385052164,2.1665543012394495,0.030707145818601813,0.2556313925883596,0.008649363927866159
Frontal_Association_Cortex,mrtrixrd_mean,Eigengene_7,-1.5696126287505698e-8,-60084.30478707823,373977.0413067161,-0.16066308396135012,0.8724190742197415,0.9994726945075124,4.797655789405172e-5
Frontal_Association_Cortex,mrtrixrd_mean,Eigengene_8,2.5736514692807435e-9,9851.861322938928,362922.5139832406,0.02714590840565454,0.9783534247160083,0.9994726945075124,1.369701364006279e-6
Frontal_Association_Cortex,mrtrixrd_mean,Eigengene_9,-3.6828112695748303e-8,-140976.92053922743,346847.4599416364,-0.4064522212817976,0.6845719853366815,0.9779599790524022,3.06975269189984e-4
Frontal_Association_Cortex,mrtrixrd_mean,Eigengene_10,-4.029194595152683e-8,-154236.37125449048,326382.6215318235,-0.47256306273479665,0.6367165782633135,0.9558873613607538,4.149129955645679e-4
Medial_Parietal_Association_Cortex,mrtrixrd_mean,Eigengene_1,12074.93583802298,NA,NA,NA,NA,NA,0
Medial_Parietal_Association_Cortex,mrtrixrd_mean,Eigengene_2,-64419.16035017455,NA,NA,NA,NA,NA,0
Medial_Parietal_Association_Cortex,mrtrixrd_mean,Eigengene_3,27024.18598894674,NA,NA,NA,NA,NA,0
Medial_Parietal_Association_Cortex,mrtrixrd_mean,Eigengene_4,21107.910871276195,NA,NA,NA,NA,NA,0
Medial_Parietal_Association_Cortex,mrtrixrd_mean,Eigengene_5,6205.3217683514085,NA,NA,NA,NA,NA,0
Medial_Parietal_Association_Cortex,mrtrixrd_mean,Eigengene_6,-19112.806740687065,NA,NA,NA,NA,NA,0
Medial_Parietal_Association_Cortex,mrtrixrd_mean,Eigengene_7,-6761.276398160547,NA,NA,NA,NA,NA,0
Medial_Parietal_Association_Cortex,mrtrixrd_mean,Eigengene_8,11055.508132690962,NA,NA,NA,NA,NA,0
Medial_Parietal_Association_Cortex,mrtrixrd_mean,Eigengene_9,763.2603716277919,NA,NA,NA,NA,NA,0
Medial_Parietal_Association_Cortex,mrtrixrd_mean,Eigengene_10,-3156.2732183566854,NA,NA,NA,NA,NA,0
Primary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_1,7350.221425659772,NA,NA,NA,NA,NA,0
Primary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_2,-74740.79795912217,NA,NA,NA,NA,NA,0
Primary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_3,27398.89888969337,NA,NA,NA,NA,NA,0
Primary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_4,22659.19995142201,NA,NA,NA,NA,NA,0
Primary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_5,7018.7883270032235,NA,NA,NA,NA,NA,0
Primary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_6,-20502.694671940906,NA,NA,NA,NA,NA,0
Primary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_7,-5408.975923107872,NA,NA,NA,NA,NA,0
Primary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_8,13538.150668596425,NA,NA,NA,NA,NA,0
Primary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_9,2776.3957296838607,NA,NA,NA,NA,NA,0
Primary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_10,-2911.841139364094,NA,NA,NA,NA,NA,0
Secondary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_1,-5.75266113419816e-6,NA,NA,NA,NA,NA,0
Secondary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_2,5.733308003975002e-4,NA,NA,NA,NA,NA,0
Secondary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_3,5.868329341725909e-6,NA,NA,NA,NA,NA,0
Secondary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_4,-5.903092103184673e-4,NA,NA,NA,NA,NA,0
Secondary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_5,-1.9713835368268844e-4,NA,NA,NA,NA,NA,0
Secondary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_6,3.736099633109709e-4,NA,NA,NA,NA,NA,0
Secondary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_7,3.477914856653145e-5,NA,NA,NA,NA,NA,0
Secondary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_8,9.857309299974195e-6,NA,NA,NA,NA,NA,0
Secondary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_9,-8.021156780427446e-5,NA,NA,NA,NA,NA,0
Secondary_Somatosensory_Cortex,mrtrixrd_mean,Eigengene_10,-8.911735209511354e-5,NA,NA,NA,NA,NA,0
Temporal_Association_Cortex,mrtrixrd_mean,Eigengene_1,9.518648179902586,NA,NA,NA,NA,NA,0
Temporal_Association_Cortex,mrtrixrd_mean,Eigengene_2,-21.101266557207968,NA,NA,NA,NA,NA,0
Temporal_Association_Cortex,mrtrixrd_mean,Eigengene_3,-19.924066357682854,NA,NA,NA,NA,NA,0
Temporal_Association_Cortex,mrtrixrd_mean,Eigengene_4,-27.11492396016141,NA,NA,NA,NA,NA,0
Temporal_Association_Cortex,mrtrixrd_mean,Eigengene_5,12.420956738112539,NA,NA,NA,NA,NA,0
Temporal_Association_Cortex,mrtrixrd_mean,Eigengene_6,37.81293981947132,NA,NA,NA,NA,NA,0
Temporal_Association_Cortex,mrtrixrd_mean,Eigengene_7,22.27130238170486,NA,NA,NA,NA,NA,0
Temporal_Association_Cortex,mrtrixrd_mean,Eigengene_8,32.006431289371584,NA,NA,NA,NA,NA,0
Temporal_Association_Cortex,mrtrixrd_mean,Eigengene_9,-10.299471912933793,NA,NA,NA,NA,NA,0
Temporal_Association_Cortex,mrtrixrd_mean,Eigengene_10,-23.85182891100566,NA,NA,NA,NA,NA,0
Ventral_Orbital_Cortex,mrtrixrd_mean,Eigengene_1,7790.397356785956,NA,NA,NA,NA,NA,0
Ventral_Orbital_Cortex,mrtrixrd_mean,Eigengene_2,-66724.6961946629,NA,NA,NA,NA,NA,0
Ventral_Orbital_Cortex,mrtrixrd_mean,Eigengene_3,23867.547289676728,NA,NA,NA,NA,NA,0
Ventral_Orbital_Cortex,mrtrixrd_mean,Eigengene_4,22690.32044507243,NA,NA,NA,NA,NA,0
Ventral_Orbital_Cortex,mrtrixrd_mean,Eigengene_5,5406.071513883197,NA,NA,NA,NA,NA,0
Ventral_Orbital_Cortex,mrtrixrd_mean,Eigengene_6,-21630.159905614324,NA,NA,NA,NA,NA,0
Ventral_Orbital_Cortex,mrtrixrd_mean,Eigengene_7,-3528.693649265358,NA,NA,NA,NA,NA,0
Ventral_Orbital_Cortex,mrtrixrd_mean,Eigengene_8,13768.83913964687,NA,NA,NA,NA,NA,0
Ventral_Orbital_Cortex,mrtrixrd_mean,Eigengene_9,2273.9082100480077,NA,NA,NA,NA,NA,0
Ventral_Orbital_Cortex,mrtrixrd_mean,Eigengene_10,-2156.541024468189,NA,NA,NA,NA,NA,0
Posterolateral_Cortical_Amygdaloid_Area,mrtrixrd_mean,Eigengene_1,0.011445421595317164,NA,NA,NA,NA,NA,0
Posterolateral_Cortical_Amygdaloid_Area,mrtrixrd_mean,Eigengene_2,0.010169030244647036,NA,NA,NA,NA,NA,0
Posterolateral_Cortical_Amygdaloid_Area,mrtrixrd_mean,Eigengene_3,0.01506965634657274,NA,NA,NA,NA,NA,0
Posterolateral_Cortical_Amygdaloid_Area,mrtrixrd_mean,Eigengene_4,-0.006884123500727224,NA,NA,NA,NA,NA,0
Posterolateral_Cortical_Amygdaloid_Area,mrtrixrd_mean,Eigengene_5,-0.007896518921221101,NA,NA,NA,NA,NA,0
Posterolateral_Cortical_Amygdaloid_Area,mrtrixrd_mean,Eigengene_6,7.941295770261306e-4,NA,NA,NA,NA,NA,0
Posterolateral_Cortical_Amygdaloid_Area,mrtrixrd_mean,Eigengene_7,-0.0046829898221246264,NA,NA,NA,NA,NA,0
Posterolateral_Cortical_Amygdaloid_Area,mrtrixrd_mean,Eigengene_8,-0.0025350964998990424,NA,NA,NA,NA,NA,0
Posterolateral_Cortical_Amygdaloid_Area,mrtrixrd_mean,Eigengene_9,7.725955684537163e-4,NA,NA,NA,NA,NA,0
Posterolateral_Cortical_Amygdaloid_Area,mrtrixrd_mean,Eigengene_10,0.002998954661043192,NA,NA,NA,NA,NA,0
Hippocampus,mrtrixrd_mean,Eigengene_1,7045.150574279645,NA,NA,NA,NA,NA,0
Hippocampus,mrtrixrd_mean,Eigengene_2,-68332.96341278289,NA,NA,NA,NA,NA,0
Hippocampus,mrtrixrd_mean,Eigengene_3,22788.144011375924,NA,NA,NA,NA,NA,0
Hippocampus,mrtrixrd_mean,Eigengene_4,22298.275279679237,NA,NA,NA,NA,NA,0
Hippocampus,mrtrixrd_mean,Eigengene_5,5341.397444482518,NA,NA,NA,NA,NA,0
Hippocampus,mrtrixrd_mean,Eigengene_6,-21853.596422492792,NA,NA,NA,NA,NA,0
Hippocampus,mrtrixrd_mean,Eigengene_7,-3537.864773044725,NA,NA,NA,NA,NA,0
Hippocampus,mrtrixrd_mean,Eigengene_8,14641.580076280523,NA,NA,NA,NA,NA,0
Hippocampus,mrtrixrd_mean,Eigengene_9,1821.5759125915895,NA,NA,NA,NA,NA,0
Hippocampus,mrtrixrd_mean,Eigengene_10,-2735.198603591566,NA,NA,NA,NA,NA,0
Parasubiculum,mrtrixrd_mean,Eigengene_1,7336.771780099965,NA,NA,NA,NA,NA,0
Parasubiculum,mrtrixrd_mean,Eigengene_2,-66506.56813344566,NA,NA,NA,NA,NA,0
Parasubiculum,mrtrixrd_mean,Eigengene_3,23814.603225774274,NA,NA,NA,NA,NA,0
Parasubiculum,mrtrixrd_mean,Eigengene_4,21784.055820643236,NA,NA,NA,NA,NA,0
Parasubiculum,mrtrixrd_mean,Eigengene_5,5337.165038936817,NA,NA,NA,NA,NA,0
Parasubiculum,mrtrixrd_mean,Eigengene_6,-20708.074617352057,NA,NA,NA,NA,NA,0
Parasubiculum,mrtrixrd_mean,Eigengene_7,-3431.4999373377723,NA,NA,NA,NA,NA,0
Parasubiculum,mrtrixrd_mean,Eigengene_8,13916.530567490006,NA,NA,NA,NA,NA,0
Parasubiculum,mrtrixrd_mean,Eigengene_9,1761.7994964598688,NA,NA,NA,NA,NA,0
Parasubiculum,mrtrixrd_mean,Eigengene_10,-1723.2747486876378,NA,NA,NA,NA,NA,0
Perirhinal_Cortex,mrtrixrd_mean,Eigengene_1,127.65336838189793,NA,NA,NA,NA,NA,0
Perirhinal_Cortex,mrtrixrd_mean,Eigengene_2,-322.4069616110993,NA,NA,NA,NA,NA,0
Perirhinal_Cortex,mrtrixrd_mean,Eigengene_3,-250.01087778624608,NA,NA,NA,NA,NA,0
Perirhinal_Cortex,mrtrixrd_mean,Eigengene_4,-345.5008974172539,NA,NA,NA,NA,NA,0
Perirhinal_Cortex,mrtrixrd_mean,Eigengene_5,166.67575372780166,NA,NA,NA,NA,NA,0
Perirhinal_Cortex,mrtrixrd_mean,Eigengene_6,486.02701162410335,NA,NA,NA,NA,NA,0
Perirhinal_Cortex,mrtrixrd_mean,Eigengene_7,293.4124028157162,NA,NA,NA,NA,NA,0
Perirhinal_Cortex,mrtrixrd_mean,Eigengene_8,433.56880101751904,NA,NA,NA,NA,NA,0
Perirhinal_Cortex,mrtrixrd_mean,Eigengene_9,-134.2234705708812,NA,NA,NA,NA,NA,0
Perirhinal_Cortex,mrtrixrd_mean,Eigengene_10,-316.63806936161177,NA,NA,NA,NA,NA,0
Piriform_Cortex,mrtrixrd_mean,Eigengene_1,-2.3501319475288536e-15,-0.008996235227260611,0.012866309110569008,-0.6992086969114296,0.48472378763403046,0.9232834050172009,9.078976528054241e-4
Piriform_Cortex,mrtrixrd_mean,Eigengene_2,2.8549850921157016e-15,0.010928798055786535,0.006843394751206205,1.596984896108798,0.11085623569952303,0.42581967604583126,0.004718081687747729
Piriform_Cortex,mrtrixrd_mean,Eigengene_3,-2.613498773675708e-15,-0.010004395608027952,0.006373925233758032,-1.5695815751088462,0.1171004109126036,0.42581967604583126,0.0045582836351500565
Piriform_Cortex,mrtrixrd_mean,Eigengene_4,-2.5291928874012925e-15,-0.009681675181728085,0.004303568666437454,-2.249685303555919,0.02487236020354608,0.2556313925883596,0.009319548232186206
Piriform_Cortex,mrtrixrd_mean,Eigengene_5,-9.408532087920227e-16,-0.0036015581123076566,0.00314153528278701,-1.1464324886119177,0.2521258742116838,0.7023389443601612,0.00243699718844278
Piriform_Cortex,mrtrixrd_mean,Eigengene_6,1.5510822357677833e-15,0.005937496685862513,0.00371425018260335,1.5985720923357054,0.11050281031473515,0.42581967604583126,0.004727420315559273
Piriform_Cortex,mrtrixrd_mean,Eigengene_7,-2.0688996061767353e-16,-7.919686185417551e-4,0.003493166043619137,-0.22671943121295957,0.8207280335190548,0.9994726945075124,9.553306677963291e-5
Piriform_Cortex,mrtrixrd_mean,Eigengene_8,1.7276059185537404e-17,6.613224095633665e-5,0.003389991976772904,0.019508081850769188,0.9844430224753886,0.9994726945075124,7.073698667205165e-7
Piriform_Cortex,mrtrixrd_mean,Eigengene_9,-9.637377283812107e-17,-3.689159372953317e-4,0.003240295156023673,-0.11385257192065391,0.9093971365429229,0.9994726945075124,2.4093114922227863e-5
Piriform_Cortex,mrtrixrd_mean,Eigengene_10,-6.811877488810173e-17,-2.607566451452009e-4,0.0030492905420727036,-0.08551387332476228,0.9318846798799767,0.9994726945075124,1.3592050441392048e-5
Amygdalopiriform_Transition_Area,mrtrixrd_mean,Eigengene_1,0.8747699001848814,NA,NA,NA,NA,NA,0
Amygdalopiriform_Transition_Area,mrtrixrd_mean,Eigengene_2,-1.4260666231721184,NA,NA,NA,NA,NA,0
Amygdalopiriform_Transition_Area,mrtrixrd_mean,Eigengene_3,-1.2960315134798066,NA,NA,NA,NA,NA,0
Amygdalopiriform_Transition_Area,mrtrixrd_mean,Eigengene_4,-2.1550575758884123,NA,NA,NA,NA,NA,0
Amygdalopiriform_Transition_Area,mrtrixrd_mean,Eigengene_5,0.8371517973994927,NA,NA,NA,NA,NA,0
Amygdalopiriform_Transition_Area,mrtrixrd_mean,Eigengene_6,2.8908746828516856,NA,NA,NA,NA,NA,0
Amygdalopiriform_Transition_Area,mrtrixrd_mean,Eigengene_7,1.6305215668979858,NA,NA,NA,NA,NA,0
Amygdalopiriform_Transition_Area,mrtrixrd_mean,Eigengene_8,2.3919590000569384,NA,NA,NA,NA,NA,0
Amygdalopiriform_Transition_Area,mrtrixrd_mean,Eigengene_9,-0.7750483932950962,NA,NA,NA,NA,NA,0
Amygdalopiriform_Transition_Area,mrtrixrd_mean,Eigengene_10,-1.7757919877247306,NA,NA,NA,NA,NA,0
Striatum,mrtrixrd_mean,Eigengene_1,6787.251183009631,NA,NA,NA,NA,NA,0
Striatum,mrtrixrd_mean,Eigengene_2,-70650.12234231841,NA,NA,NA,NA,NA,0
Striatum,mrtrixrd_mean,Eigengene_3,24683.4702441047,NA,NA,NA,NA,NA,0
Striatum,mrtrixrd_mean,Eigengene_4,23862.445479185924,NA,NA,NA,NA,NA,0
Striatum,mrtrixrd_mean,Eigengene_5,6294.06163881091,NA,NA,NA,NA,NA,0
Striatum,mrtrixrd_mean,Eigengene_6,-21922.18821948893,NA,NA,NA,NA,NA,0
Striatum,mrtrixrd_mean,Eigengene_7,-3232.3792090326524,NA,NA,NA,NA,NA,0
Striatum,mrtrixrd_mean,Eigengene_8,15512.02965210014,NA,NA,NA,NA,NA,0
Striatum,mrtrixrd_mean,Eigengene_9,2312.4131808968036,NA,NA,NA,NA,NA,0
Striatum,mrtrixrd_mean,Eigengene_10,-2937.490095828665,NA,NA,NA,NA,NA,0
Amygdala,mrtrixrd_mean,Eigengene_1,-2.1785271848269278e-7,-833933.7297170893,789477.901943403,-1.056310414343774,0.29130051128115025,0.7023389443601612,0.0020696698346571577
