structure,Eigengene,Metric,n
Cuneate_Nucleus,Eigengene_8,rtop_RAS_060622_mean,1
Cuneate_Nucleus,Eigengene_8,rtpp_RAS_060622_mean,1
Cuneate_Nucleus,Eigengene_8,volume_mm3,1
Cuneate_Nucleus,Eigengene_9,rd_mean,1
Cuneate_Nucleus,Eigengene_9,volume_mm3,1
Cuneate_Nucleus,Eigengene_9,volume_percentage_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_1,b0_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_1,msd_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_1,ng_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_1,qiv_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_1,rtap_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_1,rtop_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_1,rtpp_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_10,msd_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_10,ng_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_10,qiv_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_10,rd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_10,rtap_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_10,rtop_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_10,rtpp_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,b0_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,mrtrixad_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,mrtrixfa_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,mrtrixmd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,mrtrixrd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,msd_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,ng_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,qiv_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,rd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,rtap_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,rtop_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,rtpp_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_2,volume_mm3,1
Deep_Mesencephalic_Nuclei,Eigengene_2,volume_percentage_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,b0_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,mrtrixad_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,mrtrixfa_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,mrtrixmd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,mrtrixrd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,msd_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,ng_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,qiv_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,rd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,rtap_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,rtop_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,rtpp_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_3,volume_mm3,1
Deep_Mesencephalic_Nuclei,Eigengene_3,volume_percentage_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,b0_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,mrtrixad_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,mrtrixmd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,mrtrixrd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,msd_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,ng_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,qiv_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,rd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,rtap_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,rtop_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,rtpp_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_4,volume_mm3,1
Deep_Mesencephalic_Nuclei,Eigengene_5,b0_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_5,mrtrixad_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_5,mrtrixfa_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_5,mrtrixmd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_5,mrtrixrd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_5,msd_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_5,ng_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_5,qiv_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_5,rtap_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_5,rtop_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_5,rtpp_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_5,volume_mm3,1
Deep_Mesencephalic_Nuclei,Eigengene_6,mrtrixad_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_6,mrtrixfa_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_6,mrtrixmd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_6,mrtrixrd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_6,rd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_6,volume_percentage_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_7,msd_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_7,ng_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_7,qiv_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_7,rtap_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_7,rtop_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_7,rtpp_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_7,volume_mm3,1
Deep_Mesencephalic_Nuclei,Eigengene_8,mrtrixad_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_8,mrtrixmd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_8,mrtrixrd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_8,msd_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_8,ng_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_8,qiv_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_8,rd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_8,rtap_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_8,rtop_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_8,rtpp_RAS_060622_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_8,volume_mm3,1
Deep_Mesencephalic_Nuclei,Eigengene_8,volume_percentage_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_9,mrtrixfa_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_9,rd_mean,1
Deep_Mesencephalic_Nuclei,Eigengene_9,volume_percentage_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_1,b0_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_1,msd_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_1,ng_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_1,qiv_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_1,rtap_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_1,rtop_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_1,rtpp_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_1,volume_percentage_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_10,msd_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_10,ng_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_10,qiv_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_10,rtap_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_10,rtop_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_10,rtpp_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_10,volume_mm3,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,b0_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,mrtrixad_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,mrtrixfa_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,mrtrixmd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,mrtrixrd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,msd_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,ng_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,qiv_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,rd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,rtap_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,rtop_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,rtpp_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,volume_mm3,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_2,volume_percentage_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,b0_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,mrtrixad_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,mrtrixfa_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,mrtrixmd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,mrtrixrd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,msd_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,ng_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,qiv_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,rd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,rtap_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,rtop_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,rtpp_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,volume_mm3,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_3,volume_percentage_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,b0_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,mrtrixad_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,mrtrixfa_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,mrtrixmd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,mrtrixrd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,msd_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,ng_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,qiv_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,rd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,rtap_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,rtop_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,rtpp_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_4,volume_mm3,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_5,b0_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_5,mrtrixad_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_5,mrtrixmd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_5,mrtrixrd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_5,msd_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_5,ng_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_5,qiv_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_5,rtap_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_5,rtop_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_5,rtpp_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_5,volume_mm3,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_6,mrtrixad_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_6,mrtrixfa_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_6,mrtrixmd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_6,mrtrixrd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_6,ng_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_6,qiv_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_6,rd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_6,volume_mm3,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_6,volume_percentage_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_7,msd_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_7,qiv_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_7,rtap_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_7,rtop_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_7,rtpp_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_7,volume_mm3,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,mrtrixad_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,mrtrixfa_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,mrtrixmd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,mrtrixrd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,msd_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,ng_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,qiv_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,rd_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,rtap_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,rtop_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,rtpp_RAS_060622_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,volume_mm3,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_8,volume_percentage_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_9,mrtrixfa_mean,1
Dentate_(Lateral)_Nucleus_of_Cerebellum,Eigengene_9,rd_mean,1
Dorsal_Tegmentum,Eigengene_1,b0_mean,1
Dorsal_Tegmentum,Eigengene_1,msd_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_1,ng_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_1,qiv_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_1,rtap_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_1,rtop_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_1,rtpp_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_1,volume_mm3,1
Dorsal_Tegmentum,Eigengene_10,msd_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_10,ng_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_10,qiv_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_10,rtap_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_10,rtop_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_10,rtpp_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_10,volume_mm3,1
Dorsal_Tegmentum,Eigengene_2,b0_mean,1
Dorsal_Tegmentum,Eigengene_2,mrtrixad_mean,1
Dorsal_Tegmentum,Eigengene_2,mrtrixfa_mean,1
Dorsal_Tegmentum,Eigengene_2,mrtrixmd_mean,1
Dorsal_Tegmentum,Eigengene_2,mrtrixrd_mean,1
Dorsal_Tegmentum,Eigengene_2,msd_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_2,ng_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_2,qiv_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_2,rd_mean,1
Dorsal_Tegmentum,Eigengene_2,rtap_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_2,rtop_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_2,rtpp_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_2,volume_percentage_mean,1
Dorsal_Tegmentum,Eigengene_3,b0_mean,1
Dorsal_Tegmentum,Eigengene_3,mrtrixad_mean,1
Dorsal_Tegmentum,Eigengene_3,mrtrixfa_mean,1
Dorsal_Tegmentum,Eigengene_3,mrtrixmd_mean,1
Dorsal_Tegmentum,Eigengene_3,mrtrixrd_mean,1
Dorsal_Tegmentum,Eigengene_3,msd_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_3,ng_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_3,qiv_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_3,rd_mean,1
Dorsal_Tegmentum,Eigengene_3,rtap_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_3,rtop_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_3,rtpp_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_3,volume_percentage_mean,1
Dorsal_Tegmentum,Eigengene_4,b0_mean,1
Dorsal_Tegmentum,Eigengene_4,mrtrixad_mean,1
Dorsal_Tegmentum,Eigengene_4,mrtrixmd_mean,1
Dorsal_Tegmentum,Eigengene_4,mrtrixrd_mean,1
Dorsal_Tegmentum,Eigengene_4,msd_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_4,ng_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_4,qiv_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_4,rd_mean,1
Dorsal_Tegmentum,Eigengene_4,rtap_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_4,rtop_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_4,rtpp_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_4,volume_mm3,1
Dorsal_Tegmentum,Eigengene_4,volume_percentage_mean,1
Dorsal_Tegmentum,Eigengene_5,b0_mean,1
Dorsal_Tegmentum,Eigengene_5,mrtrixad_mean,1
Dorsal_Tegmentum,Eigengene_5,mrtrixmd_mean,1
Dorsal_Tegmentum,Eigengene_5,mrtrixrd_mean,1
Dorsal_Tegmentum,Eigengene_5,msd_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_5,ng_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_5,qiv_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_5,rtap_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_5,rtop_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_5,rtpp_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_5,volume_mm3,1
Dorsal_Tegmentum,Eigengene_5,volume_percentage_mean,1
Dorsal_Tegmentum,Eigengene_6,mrtrixad_mean,1
Dorsal_Tegmentum,Eigengene_6,mrtrixfa_mean,1
Dorsal_Tegmentum,Eigengene_6,mrtrixmd_mean,1
Dorsal_Tegmentum,Eigengene_6,mrtrixrd_mean,1
Dorsal_Tegmentum,Eigengene_6,rd_mean,1
Dorsal_Tegmentum,Eigengene_6,volume_percentage_mean,1
Dorsal_Tegmentum,Eigengene_7,msd_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_7,ng_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_7,qiv_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_7,rtap_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_7,rtop_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_7,rtpp_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_7,volume_mm3,1
Dorsal_Tegmentum,Eigengene_8,mrtrixad_mean,1
Dorsal_Tegmentum,Eigengene_8,mrtrixmd_mean,1
Dorsal_Tegmentum,Eigengene_8,mrtrixrd_mean,1
Dorsal_Tegmentum,Eigengene_8,msd_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_8,ng_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_8,qiv_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_8,rd_mean,1
Dorsal_Tegmentum,Eigengene_8,rtap_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_8,rtop_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_8,rtpp_RAS_060622_mean,1
Dorsal_Tegmentum,Eigengene_8,volume_mm3,1
Dorsal_Tegmentum,Eigengene_9,volume_mm3,1
Dorsal_Tegmentum,Eigengene_9,volume_percentage_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_1,b0_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_1,msd_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_1,ng_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_1,qiv_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_1,rtap_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_1,rtop_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_1,rtpp_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_10,msd_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_10,ng_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_10,qiv_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_10,rtap_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_10,rtop_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_10,rtpp_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_10,volume_mm3,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,b0_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,mrtrixad_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,mrtrixfa_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,mrtrixmd_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,mrtrixrd_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,msd_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,ng_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,qiv_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,rd_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,rtap_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,rtop_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,rtpp_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,volume_mm3,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_2,volume_percentage_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,b0_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,mrtrixad_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,mrtrixfa_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,mrtrixmd_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,mrtrixrd_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,msd_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,ng_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,qiv_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,rd_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,rtap_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,rtop_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,rtpp_RAS_060622_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,volume_mm3,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_3,volume_percentage_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_4,b0_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_4,mrtrixad_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_4,mrtrixmd_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_4,mrtrixrd_mean,1
Fastigial_Medial_Nucleus_of_Cerebellum,Eigengene_4,msd_RAS_060622_mean,1
